ACCT_NBR,CUST_ID,CANCEL_NO_CONTACT,IS_DIGITAL,ACCT_OPEN_DT,AUM_AMT,DATE_OF_BIRTH,YEARLYINCOMELEVEL,CNTY_CD,TXN_COUNT,TXN_AMT_SUM,TXN_AMT_MEAN,EB_CHECK_SUM,MB_CHECK_SUM,IP_RATE,UUID_RATE,VIRTUAL_ID,DRCR_OUT,DRCR_IN,TX_TIME,CHANNEL_CODE,TRN_CODE,Y
ACCT16998,ID16110,0,1,15792,59939,28,25.0,12.0,1,1725,1725.0,0.0,2.0,0.0,0.0,1.0,1.0,,,15,15,0
ACCT17,ID13,0,1,16115,207,31,25.0,12.0,5,478,95.6,0.0,0.0,0.0,0.0,4.0,2.0,3.0,1.0,16,25,0
ACCT170,ID162,0,0,8685,1838943,63,25.0,12.0,1,5434,5434.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT1700,ID1596,0,1,16115,127801,35,25.0,12.0,8,141249,17656.125,0.0,1.875,0.0,0.0,8.0,5.0,3.0,1.0,17,24,0
ACCT17001,ID16113,0,0,8722,5299,58,,12.0,3,1356,452.0,0.0,0.0,0.0,0.0,2.0,2.0,1.0,,10,6,0
ACCT17003,ID16115,0,0,16014,1280239,72,25.0,12.0,1,1017,1017.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17004,ID16116,0,1,18142,673,23,25.0,12.0,3,165,55.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,16,47,0
ACCT17005,ID16117,0,1,16660,0,46,350.0,12.0,3,39419,13139.666666666666,0.0,2.6666666666666665,0.0,0.0,3.0,2.0,1.0,,16,20,0
ACCT17006,ID16118,0,1,15792,461,32,126.0,12.0,2,18013,9006.5,0.0,0.5,0.5,0.0,2.0,1.0,1.0,,16,20,0
ACCT17007,ID16119,0,1,17906,3988,20,25.0,12.0,2,2521,1260.5,0.0,3.5,0.0,0.0,2.0,1.0,1.0,,17,25,0
ACCT17008,ID16120,0,1,15658,3263508,50,126.0,12.0,2,21084,10542.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT1701,ID1597,1,0,16682,87785,62,25.0,12.0,1,529,529.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17011,ID16123,0,0,8790,22199,51,,12.0,4,42154,10538.5,0.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,10,44,0
ACCT17012,ID16124,0,1,16525,3695,41,25.0,12.0,5,44669,8933.8,0.0,1.0,0.0,0.0,5.0,4.0,1.0,,18,15,0
ACCT17013,ID16125,0,1,16308,78707,27,25.0,12.0,4,74716,18679.0,0.0,1.5,0.25,0.0,4.0,3.0,1.0,,17,15,0
ACCT17014,ID16126,0,1,18234,1071,35,126.0,12.0,4,95763,23940.75,0.0,1.75,0.5,0.0,4.0,2.0,2.0,2.0,17,15,0
ACCT17015,ID16127,0,0,10098,98723,45,,12.0,21,151274,7203.523809523809,0.0,1.9047619047619047,0.0,0.23809523809523808,9.0,19.0,2.0,2.0,15,15,0
ACCT17016,ID16128,0,1,18234,256,48,25.0,12.0,1,100,100.0,0.0,0.0,0.0,0.0,1.0,,1.0,,16,42,0
ACCT17017,ID16129,0,1,16346,109526,31,25.0,12.0,8,51882,6485.25,0.0,2.375,0.0,0.375,8.0,3.0,5.0,3.0,16,42,0
ACCT17018,ID16130,0,1,17009,528730,43,126.0,12.0,12,127655,10637.916666666666,0.0,4.25,0.3333333333333333,0.5,11.0,10.0,2.0,,18,27,0
ACCT17019,ID16131,0,0,16732,586812,30,126.0,12.0,17,81538,4796.35294117647,0.0,1.6470588235294117,0.29411764705882354,0.0,10.0,12.0,5.0,2.0,15,15,0
ACCT1702,ID1598,0,1,15792,4037,34,25.0,12.0,33,95662,2898.848484848485,0.0,0.8181818181818182,0.12121212121212122,0.0,32.0,6.0,27.0,,17,25,0
ACCT17020,ID16132,0,1,16525,574701,29,25.0,12.0,14,37225,2658.9285714285716,0.0,2.357142857142857,0.6428571428571429,0.35714285714285715,11.0,10.0,4.0,,18,27,0
ACCT17021,ID16133,0,0,14809,669349,24,25.0,12.0,4,111916,27979.0,0.0,0.0,0.0,0.0,4.0,1.0,3.0,3.0,16,41,0
ACCT17022,ID16134,0,0,15775,95941,57,126.0,12.0,2,980,490.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,10,6,0
ACCT17023,ID16135,0,0,8196,452442,58,25.0,12.0,11,2394249,217659.0,0.0,0.0,0.0,0.0,11.0,1.0,10.0,9.0,13,42,0
ACCT17024,ID16136,0,1,18141,268949,30,25.0,12.0,2,320333,160166.5,0.0,2.0,0.0,0.0,2.0,1.0,1.0,,14,12,0
ACCT17025,ID16137,0,1,16115,2841,31,25.0,12.0,2,80029,40014.5,0.0,1.0,1.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT17026,ID16138,0,1,18009,105037,28,126.0,12.0,4,76995,19248.75,0.0,1.25,0.5,0.0,4.0,2.0,2.0,,17,25,0
ACCT17027,ID16139,0,0,17217,6866,29,25.0,12.0,14,59788,4270.571428571428,0.0,0.8571428571428571,0.07142857142857142,0.21428571428571427,13.0,9.0,5.0,2.0,17,29,0
ACCT17028,ID16140,0,0,14487,3181520,71,750.0,12.0,2,236191,118095.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,10,6,0
ACCT17029,ID16141,0,1,18142,41,21,25.0,12.0,5,10990,2198.0,0.0,1.0,0.0,0.0,4.0,3.0,2.0,,18,24,0
ACCT1703,ID1599,0,0,10444,188309,54,25.0,12.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17030,ID16142,0,0,8930,377170,34,126.0,12.0,2,11672,5836.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,10,6,0
ACCT17031,ID16143,0,0,17242,73143,29,126.0,12.0,4,135254,33813.5,0.0,0.0,0.0,0.0,4.0,1.0,3.0,1.0,10,25,0
ACCT17033,ID16145,0,0,9778,22189,46,,12.0,1,80,80.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17034,ID16146,0,1,16762,10960,27,25.0,12.0,1,10661,10661.0,0.0,1.0,1.0,0.0,1.0,1.0,,,18,15,0
ACCT17035,ID16147,0,1,15790,963,33,25.0,12.0,5,53912,10782.4,0.0,1.6,0.0,0.8,3.0,3.0,2.0,,17,15,0
ACCT17036,ID16148,0,0,17028,202230,65,25.0,12.0,1,137,137.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17037,ID16149,0,1,17779,8417,24,25.0,12.0,21,63603,3028.714285714286,0.0,0.19047619047619047,0.0,0.0,19.0,17.0,4.0,7.0,17,47,0
ACCT17038,ID16150,0,1,16661,15394,28,126.0,12.0,6,62663,10443.833333333334,0.0,0.6666666666666666,0.3333333333333333,0.0,5.0,4.0,2.0,,17,15,0
ACCT17039,ID16151,0,1,15792,1799,40,25.0,12.0,2,20000,10000.0,0.0,0.5,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT1704,ID1600,0,0,6413,32,55,,12.0,63,8037798,127584.09523809524,0.0,0.1746031746031746,0.07936507936507936,0.0,56.0,16.0,47.0,3.0,17,25,0
ACCT17040,ID16152,0,1,17905,15228,19,25.0,12.0,12,20116,1676.3333333333333,0.0,0.75,0.0,0.0,12.0,9.0,3.0,5.0,16,47,0
ACCT17041,ID16153,0,0,9619,15251079,72,126.0,12.0,3,19335,6445.0,0.0,0.0,0.0,0.0,3.0,1.0,2.0,1.0,16,6,0
ACCT17042,ID16154,0,0,10120,2830906,43,,12.0,1,1356,1356.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17043,ID16155,0,1,16248,42590,35,25.0,12.0,9,27370,3041.1111111111113,0.0,0.4444444444444444,0.4444444444444444,0.0,6.0,7.0,2.0,,17,12,0
ACCT17044,ID16156,0,0,15854,0,37,126.0,12.0,6,53196,8866.0,0.0,0.16666666666666666,0.6666666666666666,0.16666666666666666,6.0,2.0,4.0,,17,25,0
ACCT17045,ID16157,0,1,17009,2849466,47,126.0,12.0,2,28013,14006.5,0.0,3.0,1.0,0.5,2.0,2.0,,,18,27,0
ACCT17046,ID16158,0,1,16248,12552,35,126.0,12.0,7,72285,10326.42857142857,0.0,0.7142857142857143,0.0,0.14285714285714285,7.0,5.0,2.0,,17,30,0
ACCT17048,ID16160,0,0,17199,266219,30,25.0,12.0,1,24,24.0,0.0,7.0,1.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17049,ID16160,0,0,17199,266219,30,25.0,12.0,1,50,50.0,0.0,7.0,1.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT1705,ID1601,0,1,16000,1,41,126.0,12.0,3,32122,10707.333333333334,0.0,0.6666666666666666,0.6666666666666666,0.0,3.0,2.0,1.0,,16,15,0
ACCT17050,ID16160,0,0,17199,266219,30,25.0,12.0,1,76,76.0,0.0,7.0,1.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17053,ID16163,0,1,16660,2106,33,25.0,12.0,3,7670,2556.6666666666665,0.0,1.0,0.3333333333333333,0.0,3.0,2.0,1.0,1.0,15,15,0
ACCT17054,ID16164,0,1,16660,15952,40,25.0,12.0,7,60817,8688.142857142857,0.0,2.5714285714285716,0.2857142857142857,0.8571428571428571,7.0,5.0,2.0,,18,27,0
ACCT17056,ID16166,0,1,16525,62377,29,25.0,12.0,24,206569,8607.041666666666,0.0,0.875,0.125,0.0,20.0,20.0,4.0,5.0,16,15,0
ACCT17057,ID16167,0,0,6633,3426947,44,126.0,12.0,4,55053,13763.25,0.0,0.0,0.0,0.0,4.0,3.0,1.0,,17,29,0
ACCT17058,ID16168,0,0,18102,8960375,43,126.0,12.0,1,141,141.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17059,ID16169,0,1,17297,0,56,25.0,12.0,1,6191,6191.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT1706,ID1602,0,0,17354,2026341,55,25.0,12.0,1,1422,1422.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17061,ID16171,0,0,17274,1644365,42,126.0,12.0,2,6327,3163.5,0.0,0.0,0.0,0.0,2.0,,2.0,,10,6,0
ACCT17062,ID16172,0,0,15551,1389,54,25.0,12.0,3,23230,7743.333333333333,0.0,0.0,1.0,0.0,3.0,1.0,2.0,,10,6,0
ACCT17063,ID16173,0,1,16443,951898,56,126.0,12.0,3,282,94.0,0.0,0.0,0.3333333333333333,0.3333333333333333,3.0,3.0,,2.0,16,47,0
ACCT17064,ID16174,0,0,17623,16318177,55,350.0,12.0,1,59,59.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17065,ID16174,0,0,17623,16318177,55,350.0,12.0,1,128,128.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17066,ID16175,0,1,18012,30527,42,126.0,12.0,8,7220,902.5,0.0,0.0,0.0,0.0,8.0,8.0,,,19,15,0
ACCT17067,ID16176,0,0,18122,3101,20,25.0,12.0,73,37436,512.8219178082192,0.0,0.1232876712328767,0.1780821917808219,0.136986301369863,68.0,61.0,12.0,54.0,16,47,0
ACCT17068,ID16177,0,1,17297,49924,28,25.0,12.0,5,73061,14612.2,0.0,4.4,0.4,0.0,3.0,3.0,2.0,2.0,18,15,0
ACCT17069,ID16178,0,0,17221,96263,28,25.0,12.0,3,54674,18224.666666666668,0.0,0.0,0.3333333333333333,0.0,2.0,1.0,2.0,1.0,10,6,0
ACCT1707,ID1602,0,0,17354,2026341,55,25.0,12.0,1,1422,1422.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17070,ID16179,0,1,16000,1263978,48,126.0,12.0,2,22144,11072.0,0.0,8.5,1.0,0.0,2.0,2.0,,,16,20,0
ACCT17071,ID16180,0,0,7242,1464396,55,126.0,12.0,2,35481,17740.5,0.0,0.0,0.0,0.0,2.0,1.0,1.0,1.0,10,6,0
ACCT17073,ID16182,0,1,16444,55692,34,126.0,12.0,3,3673,1224.3333333333333,0.0,0.6666666666666666,0.6666666666666666,0.0,3.0,2.0,1.0,,16,15,0
ACCT17074,ID16183,1,1,16346,27,29,25.0,12.0,1,10037,10037.0,0.0,3.0,1.0,0.0,1.0,,1.0,,17,25,0
ACCT17075,ID16184,0,0,16959,2113517,59,,12.0,1,689,689.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17076,ID16184,0,0,16959,2113517,59,,12.0,1,689,689.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17077,ID16185,0,1,16308,108730,29,126.0,12.0,4,307,76.75,0.0,0.0,0.0,0.0,4.0,3.0,1.0,3.0,16,47,0
ACCT17078,ID16186,0,1,16000,48,35,126.0,12.0,4,31310,7827.5,0.0,1.75,0.0,0.0,4.0,2.0,2.0,1.0,16,11,0
ACCT17079,ID16187,0,1,16308,6973,27,25.0,12.0,3,31088,10362.666666666666,0.0,0.0,0.0,0.0,3.0,2.0,1.0,,16,20,0
ACCT1708,ID1603,0,0,10599,4291226,46,126.0,12.0,2,14818,7409.0,0.0,4.5,0.5,0.0,2.0,,2.0,1.0,2,6,0
ACCT17080,ID16188,0,1,17959,1,34,126.0,12.0,1,1057,1057.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT17081,ID16189,0,1,16525,34749,28,25.0,12.0,4,40477,10119.25,0.0,2.5,0.75,0.0,2.0,3.0,1.0,,18,15,0
ACCT17082,ID16190,0,0,9533,9335904,68,350.0,12.0,3,257831,85943.66666666667,0.0,0.3333333333333333,0.6666666666666666,0.6666666666666666,2.0,2.0,1.0,,4,3,0
ACCT17083,ID16191,0,1,17905,9046,40,126.0,12.0,10,145358,14535.8,0.0,0.9,0.1,0.0,10.0,8.0,2.0,2.0,17,27,0
ACCT17084,ID16192,0,1,17775,190,19,25.0,12.0,4,538,134.5,0.0,0.0,0.0,0.0,4.0,4.0,,4.0,16,47,1
ACCT17087,ID16195,0,1,16660,0,34,25.0,12.0,7,27827,3975.285714285714,0.0,2.0,0.0,0.0,6.0,2.0,5.0,2.0,17,25,0
ACCT17088,ID16196,0,0,15859,394654,46,25.0,12.0,4,60816,15204.0,0.0,0.0,0.5,0.0,4.0,2.0,2.0,,17,6,0
ACCT17089,ID16197,0,0,14886,824,34,25.0,12.0,35,387093,11059.8,0.0,0.7142857142857143,0.3142857142857143,0.14285714285714285,32.0,32.0,3.0,16.0,16,47,0
ACCT1709,ID1604,0,1,18015,6517853,44,25.0,12.0,3,704,234.66666666666666,0.0,0.0,0.0,0.0,3.0,3.0,,,19,15,0
ACCT17090,ID16198,0,0,16063,114,31,25.0,12.0,3,8430,2810.0,0.0,0.0,0.0,0.0,3.0,2.0,1.0,,15,15,0
ACCT17091,ID16199,0,1,16661,963,41,25.0,12.0,1,499,499.0,0.0,0.0,0.0,0.0,1.0,1.0,,1.0,9,15,0
ACCT17094,ID16202,0,1,15790,1010,33,25.0,12.0,15,90052,6003.466666666666,0.0,4.266666666666667,0.13333333333333333,0.4666666666666667,14.0,13.0,2.0,,18,27,0
ACCT17095,ID16203,0,0,14743,144618,44,126.0,12.0,1,210,210.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17096,ID16204,0,0,16239,5758025,33,25.0,12.0,1,711,711.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17097,ID16205,0,0,8498,4084,60,,12.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17099,ID16207,0,1,16346,301,33,25.0,12.0,6,21031,3505.1666666666665,0.0,0.5,0.5,0.0,5.0,5.0,1.0,2.0,19,15,0
ACCT1710,ID1605,0,0,16567,1073149,37,126.0,12.0,5,119730,23946.0,0.0,0.6,0.2,0.0,5.0,3.0,2.0,1.0,16,43,0
ACCT17100,ID16208,0,1,15792,9220,43,126.0,12.0,10,78986,7898.6,0.0,1.5,0.0,0.0,9.0,6.0,4.0,,17,25,0
ACCT17101,ID16209,0,1,17907,4409,35,25.0,12.0,1,1109,1109.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,16,41,0
ACCT17102,ID16210,0,0,9036,2042648,54,126.0,12.0,7,13332,1904.5714285714287,0.0,0.0,0.14285714285714285,0.2857142857142857,3.0,5.0,2.0,1.0,19,15,0
ACCT17103,ID16211,0,0,16231,34711557,38,126.0,12.0,1,1535,1535.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17104,ID16212,0,1,17781,1101745,52,126.0,12.0,3,8000,2666.6666666666665,0.0,3.0,0.3333333333333333,0.0,3.0,3.0,,1.0,18,27,0
ACCT17105,ID16213,0,0,16728,31846,29,25.0,12.0,2,10095,5047.5,0.0,0.0,0.0,0.0,2.0,,2.0,,10,6,0
ACCT17106,ID16214,0,1,16443,215182,61,126.0,12.0,14,215489,15392.07142857143,0.0,1.8571428571428572,0.5,0.0,13.0,10.0,4.0,1.0,18,27,0
ACCT17108,ID16216,0,1,15790,258633,39,126.0,12.0,8,140434,17554.25,0.0,0.875,0.375,0.25,7.0,6.0,2.0,2.0,16,24,0
ACCT17109,ID16217,0,0,18103,4306722,79,350.0,12.0,1,141,141.0,0.0,6.0,1.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT1711,ID1606,0,1,16346,13393,38,126.0,12.0,3,35588,11862.666666666666,0.0,0.6666666666666666,0.0,0.0,3.0,1.0,2.0,1.0,16,20,0
ACCT17110,ID16218,0,0,16721,1182936,38,25.0,12.0,1,528,528.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17111,ID16219,0,1,17906,0,25,25.0,12.0,2,662,331.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,9,15,0
ACCT17112,ID16220,0,1,16525,306037,34,126.0,12.0,2,100828,50414.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT17115,ID16223,0,1,17642,39188,51,25.0,12.0,15,35901,2393.4,0.0,5.4,0.8666666666666667,0.5333333333333333,3.0,7.0,8.0,,18,12,0
ACCT17117,ID16225,0,1,15657,952,56,25.0,12.0,7,4482,640.2857142857143,0.0,2.2857142857142856,0.0,0.0,7.0,6.0,1.0,1.0,18,27,0
ACCT17118,ID16226,0,0,7369,1006339,58,126.0,12.0,2,450028,225014.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,,4,3,0
ACCT17119,ID16227,0,0,17190,31269,29,126.0,12.0,23,92201,4008.7391304347825,0.0,1.6521739130434783,0.5217391304347826,0.0,13.0,18.0,5.0,3.0,19,15,0
ACCT1712,ID1607,0,0,10409,4646968,57,126.0,12.0,10,116060,11606.0,0.0,0.8,0.4,0.0,8.0,6.0,4.0,1.0,11,12,0
ACCT17120,ID16228,0,1,15657,10037,60,126.0,12.0,20,624667,31233.35,0.0,1.75,0.6,0.05,15.0,15.0,5.0,2.0,18,27,0
ACCT17121,ID16229,0,0,15873,1148420,37,25.0,12.0,2,347,173.5,0.5,8.0,1.0,1.0,2.0,1.0,1.0,,10,6,0
ACCT17122,ID16230,0,0,17157,5484190,65,126.0,12.0,1,711,711.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17123,ID16230,0,0,17157,5484190,65,126.0,12.0,1,711,711.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17124,ID16231,0,1,16444,17449,56,126.0,12.0,7,46009,6572.714285714285,0.0,0.7142857142857143,0.14285714285714285,0.0,5.0,6.0,1.0,,16,15,0
ACCT17125,ID16232,0,1,15658,643309,32,126.0,12.0,1,504,504.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,16,11,0
ACCT17126,ID16233,0,0,17638,15718,38,126.0,12.0,1,1,1.0,0.0,1.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17127,ID16234,0,1,18009,28900,36,25.0,12.0,1,17059,17059.0,0.0,1.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT1713,ID1608,0,0,17326,1397906,63,25.0,12.0,1,1422,1422.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17131,ID16237,0,1,16762,18327,47,25.0,12.0,2,199990,99995.0,0.0,3.0,0.0,0.0,2.0,1.0,1.0,,7,14,0
ACCT17132,ID16238,0,1,15656,35222,34,25.0,12.0,18,211514,11750.777777777777,0.0,0.4444444444444444,0.2222222222222222,0.1111111111111111,16.0,11.0,7.0,,17,25,0
ACCT17134,ID16240,0,0,16449,5908483,28,25.0,12.0,1,51,51.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17135,ID16241,0,1,16115,45,35,126.0,12.0,8,73559,9194.875,0.0,0.875,0.0,0.0,6.0,5.0,3.0,1.0,18,15,0
ACCT17136,ID16242,1,0,12727,111,35,25.0,12.0,13,254272,19559.384615384617,0.0,0.23076923076923078,0.0,0.0,13.0,9.0,4.0,,17,30,1
ACCT17137,ID16243,0,0,17291,423274,52,126.0,12.0,16,136917,8557.3125,0.0,0.0625,0.0,0.0,16.0,12.0,4.0,2.0,17,29,0
ACCT17138,ID16244,1,0,9419,728676,80,25.0,12.0,1,342,342.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17139,ID16245,0,1,16443,35354,33,25.0,12.0,6,25157,4192.833333333333,0.0,0.5,0.0,0.0,5.0,5.0,1.0,,17,29,0
ACCT1714,ID1609,0,1,16661,55186,14,25.0,12.0,7,3022,431.7142857142857,0.0,0.0,0.0,0.0,7.0,7.0,,7.0,16,47,0
ACCT17141,ID16247,0,0,14995,33,39,25.0,12.0,8,10034,1254.25,0.0,0.75,0.0,0.0,8.0,4.0,4.0,,17,25,0
ACCT17143,ID16249,0,1,18235,171086,23,25.0,8.0,2,30316,15158.0,0.0,1.5,0.5,0.0,2.0,1.0,1.0,1.0,16,25,0
ACCT17144,ID16250,0,1,18141,35493,37,126.0,12.0,2,55116,27558.0,0.0,1.0,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT17145,ID16251,0,1,16000,2731393,30,126.0,12.0,3,53936,17978.666666666668,0.0,0.0,0.0,0.0,3.0,2.0,1.0,,16,20,0
ACCT17146,ID16252,0,1,16443,162620,26,25.0,12.0,8,70172,8771.5,0.0,1.875,0.125,0.25,8.0,6.0,2.0,,17,27,0
ACCT17147,ID16253,0,1,16443,98287,27,25.0,12.0,8,116907,14613.375,0.0,3.125,0.0,0.0,7.0,4.0,4.0,,17,25,0
ACCT17149,ID16255,0,0,16736,170928,25,126.0,12.0,14,59345,4238.928571428572,0.0,0.42857142857142855,0.35714285714285715,0.0,11.0,9.0,5.0,6.0,17,35,0
ACCT1715,ID1610,0,0,8916,45245,81,,12.0,1,0,0.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17150,ID16256,0,0,14799,994300,41,126.0,12.0,18,1725831,95879.5,0.0,0.0,0.0,0.0,18.0,10.0,8.0,14.0,13,42,0
ACCT17151,ID16256,0,0,14799,994300,41,126.0,12.0,1,5274,5274.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT17152,ID16257,0,1,16661,7,56,126.0,12.0,1,32226,32226.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT17153,ID16258,0,0,18235,219264,23,126.0,12.0,6,34694,5782.333333333333,0.0,0.0,0.0,0.0,6.0,3.0,3.0,1.0,17,12,0
ACCT17154,ID16259,0,1,18009,54665,30,25.0,12.0,1,39995,39995.0,0.0,5.0,1.0,0.0,1.0,1.0,,,18,15,0
ACCT17155,ID16260,0,1,17778,1994,20,25.0,12.0,7,15289,2184.1428571428573,0.0,0.0,0.14285714285714285,0.0,7.0,6.0,1.0,1.0,17,29,0
ACCT17156,ID16261,0,0,17343,109,45,126.0,12.0,15,213587,14239.133333333333,0.0,0.0,0.5333333333333333,0.0,12.0,10.0,5.0,,19,15,0
ACCT17157,ID16262,0,1,16762,211894,41,350.0,12.0,6,40945,6824.166666666667,0.0,0.6666666666666666,0.3333333333333333,0.0,6.0,3.0,3.0,,17,25,0
ACCT17158,ID16263,0,0,17276,4036926,73,25.0,12.0,1,340,340.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17159,ID16264,1,0,9539,20088,56,126.0,12.0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,,1.0,,10,6,0
ACCT1716,ID1611,0,1,16000,191966,39,126.0,12.0,12,100364,8363.666666666666,0.0,1.0833333333333333,0.0,0.0,8.0,7.0,5.0,,17,25,0
ACCT17161,ID16266,0,1,16763,92477,27,25.0,12.0,9,85711,9523.444444444445,0.0,0.7777777777777778,0.2222222222222222,0.3333333333333333,7.0,5.0,4.0,,17,24,0
ACCT17162,ID16267,0,1,16000,821736,29,126.0,12.0,1,1937,1937.0,0.0,0.0,0.0,0.0,1.0,1.0,,,16,20,0
ACCT17163,ID16268,0,1,16661,130,32,126.0,12.0,30,248255,8275.166666666666,0.0,0.9333333333333333,0.1,0.0,29.0,19.0,11.0,,17,30,0
ACCT17164,ID16269,0,1,18143,57073,25,126.0,12.0,2,40492,20246.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,16,20,0
ACCT17165,ID16270,0,0,8965,48,26,25.0,12.0,19,96417,5074.578947368421,0.0,2.0,0.5263157894736842,0.0,18.0,12.0,7.0,2.0,17,12,0
ACCT17166,ID16271,0,1,18009,0,30,126.0,12.0,1,554,554.0,0.0,0.0,0.0,0.0,1.0,,1.0,1.0,16,41,0
ACCT17167,ID16272,0,0,16773,75032,34,126.0,12.0,11,81869,7442.636363636364,0.0,2.1818181818181817,0.09090909090909091,0.18181818181818182,11.0,8.0,3.0,1.0,17,27,0
ACCT17168,ID16273,0,0,17911,150135,39,126.0,14.0,34,1034397,30423.441176470587,0.0,0.0,0.0,0.0,34.0,16.0,18.0,5.0,17,25,1
ACCT1717,ID1612,0,1,18142,42621,43,25.0,12.0,2,127080,63540.0,0.0,4.0,0.0,0.5,2.0,1.0,1.0,,14,12,0
ACCT17171,ID16276,0,1,16443,31046,41,126.0,12.0,6,67879,11313.166666666666,0.0,1.3333333333333333,0.0,0.3333333333333333,3.0,1.0,5.0,,18,12,0
ACCT17173,ID16278,0,0,16794,2232018,35,126.0,12.0,1,2015,2015.0,0.0,1.0,1.0,0.0,1.0,,1.0,1.0,10,6,0
ACCT17174,ID16279,0,1,18235,349,21,25.0,12.0,2,20366,10183.0,0.0,7.0,0.5,0.0,2.0,1.0,1.0,,11,12,0
ACCT17175,ID16280,0,0,18128,14447,24,126.0,12.0,9,112877,12541.888888888889,0.0,0.5555555555555556,0.0,0.0,9.0,4.0,5.0,2.0,15,27,0
ACCT17176,ID16281,0,1,15352,243,45,126.0,12.0,2,6998,3499.0,0.0,1.5,0.0,0.5,2.0,1.0,1.0,1.0,16,20,0
ACCT17177,ID16282,0,0,18123,8,41,25.0,12.0,2,53900,26950.0,0.0,1.0,1.0,0.0,2.0,1.0,1.0,,11,12,0
ACCT17178,ID16283,0,0,17354,0,29,25.0,12.0,2,15954,7977.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,,9,12,0
ACCT17179,ID16284,0,1,16115,298466,35,126.0,12.0,3,13247,4415.666666666667,0.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,16,11,0
ACCT17180,ID16285,0,1,17297,1624,25,25.0,12.0,1,2018,2018.0,0.0,0.0,1.0,0.0,1.0,,1.0,,17,25,0
